year,site_name,site_name_2013_2018,site_name_1988_2001,site_abbr,region_3,region_4,event,bp_min,bp_max,fl_min,fl_max,total_nests,nonpred_eggs,nonpred_chicks,nonpred_fl,nonpred_ad,pred_control,pred_eggs,pred_chicks,pred_fl,pred_ad,pred_pefa,pred_coy_fox,pred_meso,pred_owlspp,pred_corvid,pred_other_raptor,pred_other_avian,pred_misc,total_pefa,total_coy_fox,total_meso,total_owlspp,total_corvid,total_other_raptor,total_other_avian,total_misc,first_observed,last_observed,first_nest,first_chick,first_fledge
2005,SAN ELIJO LAGOON ECOLOGICAL RESERVE,San Elijo Lagoon,NA_2013_2018 POLYGON,SAN_ELIJO,SOUTHERN,SOUTHERN,NEUTRAL,1.0,1.0,0,0,1,0,0,4,3,,,,,,,,,,,,,,,,,,,,,,2005-04-28,2005-07-26,2005-06-15,,
2005,MISSION BAY FAA ISLAND,FAA Island,NA_2013_2018 POLYGON,MB_FAA,SOUTHERN,SOUTHERN,NEUTRAL,5.0,5.0,0,0,6,0,0,0,0,,7,0,0,0,N,N,N,N,N,N,Y,Y,0,0,0,0,0,0,6,1,,,,,
2005,MISSION BAY NORTH FIESTA ISLAND,North Fiesta Island,NA_2013_2018 POLYGON,MB_NFI,SOUTHERN,SOUTHERN,NEUTRAL,0.0,0.0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,2005-04-22,2005-06-17,,,
2005,MISSION BAY MARINERS POINT,Mariner's Point,NA_2013_2018 POLYGON,MB_MAR_PT,SOUTHERN,SOUTHERN,NEUTRAL,223.0,280.0,50,60,281,186,43,4,0,,2,3,4,0,N,N,N,N,N,Y,N,Y,0,0,0,0,0,5,0,4,2005-04-24,2005-07-28,2005-05-17,2005-06-09,2005-07-08
2005,MISSION BAY SAN DIEGO RIVER MOUTH,San Diego River Mouth,NA_2013_2018 POLYGON,MB_SDRIV_S,SOUTHERN,SOUTHERN,NEUTRAL,80.0,103.0,6,10,118,37,2,1,1,,1,4,1,0,N,N,Y,N,Y,Y,N,N,0,0,1,0,2,3,0,0,2005-04-30,2005-07-29,2005-05-18,2005-06-10,2005-07-13
2005,SDIA LINDBERGH FIELD,Lindbergh Field/Former Naval Training Center,NA_2013_2018 POLYGON,SDIA_LF,SOUTHERN,SOUTHERN,NEUTRAL,121.0,150.0,45,85,157,31,21,10,1,,,,,,,,,,,,,,,,,,,,,,2005-04-23,2005-08-05,2005-05-06,2005-06-02,2005-06-22
2005,NAS NORTH ISLAND,Naval Base Coronado,NA_2013_2018 POLYGON,NASNI,SOUTHERN,SOUTHERN,NEUTRAL,126.0,126.0,20,25,134,76,18,2,2,,5,5,0,2,N,N,N,N,N,N,Y,N,0,0,0,0,0,0,12,0,2005-04-20,2005-08-13,2005-05-04,2005-06-05,2005-06-23
2005,NAVAL AMPHIBIOUS BASE CORONADO,Naval Base Coronado,NA_2013_2018 POLYGON,NAB,SOUTHERN,SOUTHERN,NEUTRAL,1009.0,1009.0,125,145,1135,225,27,6,1,,104,28,6,2,N,N,N,N,N,N,Y,N,0,0,0,0,0,0,140,0,2005-04-18,2005-08-26,2005-05-07,2005-05-28,2005-06-25
2005,DSTREET FILL SWEETWATER MARSH NWR,D Street Fill,NA_2013_2018 POLYGON,D_ST,SOUTHERN,SOUTHERN,NEUTRAL,77.0,97.0,9,17,101,23,17,1,1,,,,,,,,,,,,,,,,,,,,,,2005-04-21,2005-08-03,2005-05-12,2005-06-06,2005-06-30
2005,CHULA VISTA WILDLIFE RESERVE,Chula Vista Wildlife Refuge,NA_2013_2018 POLYGON,CV,SOUTHERN,SOUTHERN,NEUTRAL,44.0,53.0,2,2,57,13,5,0,0,,,,,,,,,,,,,,,,,,,,,,2005-04-28,2005-07-31,2005-05-19,2005-06-12,2005-07-07
2005,SOUTH SAN DIEGO BAY UNIT SDNWR SALTWORKS,Saltworks,NA_2013_2018 POLYGON,SALT,SOUTHERN,SOUTHERN,NEUTRAL,23.0,29.0,2,3,34,10,0,,,,,,,,,,,,,,,,,,,,,,,,2005-04-23,2005-09-12,2005-05-20,2005-06-10,2005-07-01
2005,TIJUANA ESTUARY NERR,Tijuana Estuary,NA_2013_2018 POLYGON,TJ_RIV,SOUTHERN,SOUTHERN,NEUTRAL,326.0,391.0,38,51,458,99,,,,,,,,,,,,,,,,,,,,,,,,,2005-04-29,2005-08-26,2005-05-21,2005-06-11,2005-06-22
2006,MONTEZUMA WETLANDS,Montezuma,NA_2013_2018 POLYGON,MONT,S.F._BAY,S.F._BAY,NEUTRAL,17.0,42.0,28,53,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,PITTSBURG POWER PLANT,Pittsburg Power Plant,NA_2013_2018 POLYGON,PITT_POWER,S.F._BAY,S.F._BAY,NEUTRAL,0.0,0.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,ALAMEDA POINT,Alameda Point,NA_2013_2018 POLYGON,ALAM_PT,S.F._BAY,S.F._BAY,NEUTRAL,409.0,409.0,9,130,441,248,202,1,1,,15,17,3,26,N,N,N,Y,Y,N,Y,Y,0,0,0,41,2,0,16,2,2006-04-15,2006-08-16,2006-05-10,2006-06-03,2006-06-25
2006,HAYWARD REGIONAL SHORELINE,Hayward Regional Shoreline,NA_2013_2018 POLYGON,HAY_REG_SHOR,S.F._BAY,S.F._BAY,NEUTRAL,15.0,15.0,4,13,15,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,2006-06-23,2006-08-07,2006-05-23,2006-07-14,2006-08-02
2006,KETTLEMAN CITY,Kettleman,NA_2013_2018 POLYGON,KET_CTY,KINGS,KINGS,NEUTRAL,2.0,2.0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,OCEANO DUNES STATE VEHICULAR RECREATION AREA,Oceano Dunes State Vehicular Recreation Area,NA_2013_2018 POLYGON,OCEANO_DUNES,CENTRAL,CENTRAL,NEUTRAL,31.0,31.0,36,36,38,12,1,2,2,,0,0,0,2,N,N,N,Y,N,N,N,N,0,0,0,2,0,0,0,0,2006-04-10,2006-09-11,2006-06-10,2006-07-03,2006-07-24
2006,RANCHO GUADALUPE DUNES PRESERVE,Rancho Guadalupe Dunes Preserve,NA_2013_2018 POLYGON,RGDP,CENTRAL,CENTRAL,NEUTRAL,0.0,0.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,VANDENBERG SFB,Vandenberg AFB,NA_2013_2018 POLYGON,VAN_SFB,CENTRAL,CENTRAL,NEUTRAL,2.0,2.0,0,0,2,4,0,,0,,0,0,,3,N,N,N,Y,N,N,N,N,0,0,0,3,0,0,0,0,2006-05-14,2006-07-13,2006-06-21,,
2006,COAL OIL POINT RESERVE,Coal Oil Point Reserve,NA_2013_2018 POLYGON,COAL_OIL,CENTRAL,CENTRAL,NEUTRAL,5.0,5.0,7,7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,SANTA CLARA RIVER MCGRATH STATE BEACH,Santa Clara River,NA_2013_2018 POLYGON,S_CLAR_MCG,SOUTHERN,VENTURA,NEUTRAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,ORMOND BEACH,Ormond Beach,NA_2013_2018 POLYGON,ORMOND,SOUTHERN,VENTURA,NEUTRAL,52.0,52.0,44,44,53,5,2,0,0,,3,0,0,0,N,N,N,N,Y,N,N,N,0,0,0,0,3,0,0,0,2006-05-08,2006-09-05,2006-06-09,2006-06-30,2006-07-28
2006,NBVC POINT MUGU,NBVC Point Mugu,NA_2013_2018 POLYGON,PT_MUGU,SOUTHERN,VENTURA,NEUTRAL,352.0,397.0,106,496,469,85,19,0,0,,,9,2,2,Y,Y,N,Y,N,Y,Y,Y,4,,0,1,0,1,,,2006-04-27,2006-08-16,2006-05-25,2006-06-17,2006-07-17
2006,VENICE BEACH,Venice Beach,NA_2013_2018 POLYGON,VEN_BCH,SOUTHERN,SOUTHERN,NEUTRAL,276.0,328.0,208,325,384,60,57,0,1,,123,1,0,1,N,N,Y,N,Y,N,Y,Y,0,0,,0,123,0,2,,2006-04-08,2006-08-18,2006-05-12,2006-06-14,2006-07-07
2006,LA HARBOR,Port of LA,NA_2013_2018 POLYGON,LA_HARB,SOUTHERN,SOUTHERN,NEUTRAL,835.0,835.0,511,771,907,434,253,7,7,,27,0,0,7,Y,N,N,Y,Y,N,Y,N,,,,,,,,,2006-04-22,2006-08-17,2006-05-14,2006-06-11,2006-07-04
2006,SEAL BEACH NWR ANAHEIM BAY,Seal Beach National Wildlife Refuge,NA_2013_2018 POLYGON,SEAL_BCH_NWR,SOUTHERN,SOUTHERN,NEUTRAL,165.0,176.0,108,108,186,27,15,0,0,,,,,,,,,,,,,,,,,,,,,,2006-04-13,,2006-05-12,2006-06-02,2006-06-23
2006,BOLSA CHICA ECOLOGICAL RESERVE,Bolsa Chica,NA_2013_2018 POLYGON,BCER,SOUTHERN,SOUTHERN,NEUTRAL,175.0,211.0,275,290,222,40,14,0,1,,14,0,0,0,N,N,N,N,N,N,N,Y,0,0,0,0,0,0,0,14,2006-04-16,2006-09-13,2006-05-17,2006-06-07,2006-06-29
2006,HUNTINGTON STATE BEACH,Huntington Beach State Park,NA_2013_2018 POLYGON,HSB,SOUTHERN,SOUTHERN,NEUTRAL,420.0,491.0,131,162,521,,,,,,,,,,,,,,,,,,,,,,,,,,2006-05-20,2006-07-29,2006-05-27,2006-06-17,2006-07-01
2006,UPPER NEWPORT BAY ECOLOGICAL RESERVE,Upper Newport Bay,NA_2013_2018 POLYGON,UNBER,SOUTHERN,SOUTHERN,NEUTRAL,20.0,36.0,2,2,36,0,0,0,0,,43,16,0,0,N,Y,N,N,Y,N,N,N,0,37,0,0,22,0,0,0,2006-05-14,2006-08-11,2006-05-20,2006-06-14,2006-08-11
2006,MCB CAMP PENDLETON,Camp Pendleton,NA_2013_2018 POLYGON,MCBCP,SOUTHERN,SOUTHERN,NEUTRAL,1423.0,1423.0,520,520,1540,307,420,63,7,,,,,,Y,Y,N,Y,Y,Y,Y,Y,,,,,,,,,2006-04-22,2006-09-02,2006-05-22,2006-06-13,
2006,BATIQUITOS LAGOON ECOLOGICAL RESERVE,Batiquitos Lagoon,NA_2013_2018 POLYGON,BLER,SOUTHERN,SOUTHERN,NEUTRAL,601.0,601.0,223,270,627,81,189,21,5,,,,,,N,Y,Y,Y,Y,N,Y,Y,,,,,,,,,2006-04-22,2006-08-31,2006-05-22,2006-06-10,2006-07-04
2006,SAN ELIJO LAGOON ECOLOGICAL RESERVE,San Elijo Lagoon,NA_2013_2018 POLYGON,SAN_ELIJO,SOUTHERN,SOUTHERN,NEUTRAL,0.0,0.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,MISSION BAY FAA ISLAND,FAA Island,NA_2013_2018 POLYGON,MB_FAA,SOUTHERN,SOUTHERN,NEUTRAL,60.0,60.0,2,2,104,4,0,0,2,,126,13,0,2,N,N,N,Y,Y,N,Y,N,0,0,0,2,2,0,137,0,2006-05-03,2006-07-23,2006-05-20,2006-06-24,2006-07-15
2006,MISSION BAY NORTH FIESTA ISLAND,North Fiesta Island,NA_2013_2018 POLYGON,MB_NFI,SOUTHERN,SOUTHERN,NEUTRAL,24.0,24.0,4,6,30,3,2,0,0,,,,,,N,N,N,N,N,Y,N,N,,,,,,,,,2006-05-15,2006-08-05,2006-06-01,2006-06-20,2006-07-12
2006,MISSION BAY MARINERS POINT,Mariner's Point,NA_2013_2018 POLYGON,MB_MAR_PT,SOUTHERN,SOUTHERN,NEUTRAL,70.0,70.0,0,0,120,1,,,,,169,0,0,0,N,N,N,N,Y,N,N,Y,0,0,0,0,,0,0,,2006-05-01,2006-06-27,2006-05-18,,
2006,MISSION BAY STONY POINT,Stony Point,NA_2013_2018 POLYGON,MB_STONY,SOUTHERN,SOUTHERN,NEUTRAL,130.0,130.0,10,20,136,11,1,,,,,0,0,0,N,N,N,N,Y,N,N,N,0,0,0,0,,0,0,0,2006-06-24,2006-08-07,2006-05-27,2006-06-16,2006-07-13
2006,MISSION BAY SAN DIEGO RIVER MOUTH,San Diego River Mouth,NA_2013_2018 POLYGON,MB_SDRIV_S,SOUTHERN,SOUTHERN,NEUTRAL,10.0,10.0,0,0,14,,,,,,,,,,N,N,N,N,N,Y,Y,N,0,0,0,0,0,,,0,2006-05-10,2006-06-18,2006-05-15,,
2006,SDIA LINDBERGH FIELD,Lindbergh Field/Former Naval Training Center,NA_2013_2018 POLYGON,SDIA_LF,SOUTHERN,SOUTHERN,NEUTRAL,114.0,114.0,54,65,131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,NAS NORTH ISLAND,Naval Base Coronado,NA_2013_2018 POLYGON,NASNI,SOUTHERN,SOUTHERN,NEUTRAL,170.0,170.0,35,35,180,65,15,0,0,,,,,,,,,,,,,,,,,,,,,,2006-05-03,2006-08-09,2006-05-17,2006-06-09,2006-07-07
2006,NAVAL AMPHIBIOUS BASE CORONADO,Naval Base Coronado,NA_2013_2018 POLYGON,NAB,SOUTHERN,SOUTHERN,NEUTRAL,1186.0,1186.0,171,171,1425,230,23,1,7,,,,,,,,,,,,,,,,,,,,,,2006-04-08,2006-09-17,2006-05-12,2006-06-05,2006-06-30
2006,DSTREET FILL SWEETWATER MARSH NWR,D Street Fill,NA_2013_2018 POLYGON,D_ST,SOUTHERN,SOUTHERN,NEUTRAL,88.0,94.0,18,29,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,CHULA VISTA WILDLIFE RESERVE,Chula Vista Wildlife Refuge,NA_2013_2018 POLYGON,CV,SOUTHERN,SOUTHERN,NEUTRAL,12.0,13.0,2,2,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,SOUTH SAN DIEGO BAY UNIT SDNWR SALTWORKS,Saltworks,NA_2013_2018 POLYGON,SALT,SOUTHERN,SOUTHERN,NEUTRAL,41.0,61.0,6,7,82,24,2,0,0,,,,,,,,,,,,,,,,,,,,,,2006-04-28,2006-09-10,2006-05-22,2006-06-16,2006-07-07
2006,TIJUANA ESTUARY NERR,Tijuana Estuary,NA_2013_2018 POLYGON,TJ_RIV,SOUTHERN,SOUTHERN,NEUTRAL,303.0,307.0,57,80,371,98,9,2,0,,,,,,,,,,,,,,,,,,,,,,2006-04-20,2006-09-18,2006-05-20,2006-06-24,2006-07-15
2007,NAPA SONOMA MARSH WILDLIFE AREA,Napa Sonoma Marsh Wildlife Area Huichica Unit (Pond 7/7A),NA_2013_2018 POLYGON,NSMWA,S.F._BAY,S.F._BAY,EL_NINO,2.0,10.0,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,MONTEZUMA WETLANDS,Montezuma,NA_2013_2018 POLYGON,MONT,S.F._BAY,S.F._BAY,EL_NINO,32.0,32.0,5,25,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,PITTSBURG POWER PLANT,Pittsburg Power Plant,NA_2013_2018 POLYGON,PITT_POWER,S.F._BAY,S.F._BAY,EL_NINO,7.0,7.0,0,0,7,,,,,,,,,,N,N,Y,N,N,N,N,N,,,,,,,,,2007-06-06,2007-06-24,2007-06-17,,
2007,ALAMEDA POINT,Alameda Point,NA_2013_2018 POLYGON,ALAM_PT,S.F._BAY,S.F._BAY,EL_NINO,355.0,358.0,148,309,394,122,127,28,0,,,,,,Y,N,N,Y,N,Y,Y,Y,,,,,,,,,2007-04-26,2007-08-20,2007-05-12,2007-06-07,2007-06-27
2007,HAYWARD REGIONAL SHORELINE,Hayward Regional Shoreline,NA_2013_2018 POLYGON,HAY_REG_SHOR,S.F._BAY,S.F._BAY,EL_NINO,35.0,35.0,49,49,35,,,0,0,,,,,,Y,N,N,N,N,N,Y,N,,,,,,,,,2007-05-02,2007-09-02,2007-06-04,2007-06-27,2007-07-13
2007,EDEN LANDING ECOLOGICAL RESERVE,Eden Landing Ecological Reserve,NA_2013_2018 POLYGON,ELER,S.F._BAY,S.F._BAY,EL_NINO,5.0,6.0,0,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,KETTLEMAN CITY,Kettleman,NA_2013_2018 POLYGON,KET_CTY,KINGS,KINGS,EL_NINO,2.0,2.0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,OCEANO DUNES STATE VEHICULAR RECREATION AREA,Oceano Dunes State Vehicular Recreation Area,NA_2013_2018 POLYGON,OCEANO_DUNES,CENTRAL,CENTRAL,EL_NINO,54.0,54.0,70,70,66,20,4,4,0,,,,,,N,N,N,N,N,N,Y,N,,,,,,,,,2007-05-13,2007-09-12,2007-06-06,2007-07-02,2007-07-23
2007,RANCHO GUADALUPE DUNES PRESERVE,Rancho Guadalupe Dunes Preserve,NA_2013_2018 POLYGON,RGDP,CENTRAL,CENTRAL,EL_NINO,1.0,1.0,1,1,1,0,0,0,0,,,,,,N,N,N,N,N,N,N,N,,,,,,,,,2007-05-24,2007-08-19,2007-06-27,2007-07-19,2007-08-08
2007,VANDENBERG SFB,Vandenberg AFB,NA_2013_2018 POLYGON,VAN_SFB,CENTRAL,CENTRAL,EL_NINO,18.0,18.0,16,16,18,8,2,0,0,,,,,,N,N,N,Y,N,N,N,N,,,,,,,,,2007-05-13,2007-09-06,2007-06-21,2007-07-15,2007-08-08
2007,COAL OIL POINT RESERVE,Coal Oil Point Reserve,NA_2013_2018 POLYGON,COAL_OIL,CENTRAL,CENTRAL,EL_NINO,4.0,4.0,0,0,6,0,0,,0,,,,,,N,N,Y,N,N,Y,N,N,,,,,,,,,,,,,
2007,SANTA CLARA RIVER MCGRATH STATE BEACH,Santa Clara River,NA_2013_2018 POLYGON,S_CLAR_MCG,SOUTHERN,VENTURA,EL_NINO,56.0,77.0,76,76,77,13,0,0,0,,,,,,N,Y,N,N,N,N,N,N,,,,,,,,,2007-06-02,2007-08-11,2007-06-02,,
2007,HOLLYWOOD BEACH,Hollywood Beach,NA_2013_2018 POLYGON,HB,SOUTHERN,VENTURA,EL_NINO,1.0,1.0,2,2,1,0,0,0,0,,,,,,N,N,N,N,N,N,N,N,,,,,,,,,2007-06-08,2007-08-01,2007-06-08,2007-06-28,2007-07-18
2007,ORMOND BEACH,Ormond Beach,NA_2013_2018 POLYGON,ORMOND,SOUTHERN,VENTURA,EL_NINO,49.0,50.0,35,35,52,9,4,0,0,,,,,,N,N,N,N,N,N,N,Y,,,,,,,,,2007-05-11,2007-08-24,2007-06-08,2007-06-29,2007-07-13
2007,NBVC POINT MUGU,NBVC Point Mugu,NA_2013_2018 POLYGON,PT_MUGU,SOUTHERN,VENTURA,EL_NINO,349.0,428.0,139,139,431,77,,,,,,,,,N,Y,N,Y,N,N,Y,Y,,,,,,,,,2007-05-03,2007-08-15,2007-05-31,2007-06-20,2007-07-12
2007,VENICE BEACH,Venice Beach,NA_2013_2018 POLYGON,VEN_BCH,SOUTHERN,SOUTHERN,EL_NINO,449.0,453.0,414,440,546,89,125,,3,,,,,,Y,N,Y,N,Y,Y,N,Y,,,,,,,,,2007-04-25,2007-08-25,2007-05-16,2007-06-20,2007-07-11
2007,LA HARBOR,Port of LA,NA_2013_2018 POLYGON,LA_HARB,SOUTHERN,SOUTHERN,EL_NINO,669.0,669.0,186,186,710,385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,SEAL BEACH NWR ANAHEIM BAY,Seal Beach National Wildlife Refuge,NA_2013_2018 POLYGON,SEAL_BCH_NWR,SOUTHERN,SOUTHERN,EL_NINO,164.0,166.0,12,12,166,20,6,0,0,,,,,,N,Y,N,N,N,N,Y,N,,,,,,,,,2007-04-18,,,2007-06-15,2007-07-06
2007,BOLSA CHICA ECOLOGICAL RESERVE,Bolsa Chica,NA_2013_2018 POLYGON,BCER,SOUTHERN,SOUTHERN,EL_NINO,200.0,200.0,15,15,226,18,2,0,0,,,,,,N,N,N,N,N,N,Y,Y,,,,,,,,,2007-04-16,2007-08-25,2007-05-17,2007-06-14,2007-07-04
2007,HUNTINGTON STATE BEACH,Huntington Beach State Park,NA_2013_2018 POLYGON,HSB,SOUTHERN,SOUTHERN,EL_NINO,445.0,445.0,215,215,485,82,8,3,1,,,,,,Y,N,N,N,N,N,N,N,,,,,,,,,2007-05-18,2007-08-10,2007-05-26,2007-06-15,2007-06-29
2007,BURRIS ISLAND,Burris Basin,NA_2013_2018 POLYGON,BUR_ISL,SOUTHERN,SOUTHERN,EL_NINO,8.0,9.0,7,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,UPPER NEWPORT BAY ECOLOGICAL RESERVE,Upper Newport Bay,NA_2013_2018 POLYGON,UNBER,SOUTHERN,SOUTHERN,EL_NINO,37.0,37.0,12,18,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,MCB CAMP PENDLETON,Camp Pendleton,NA_2013_2018 POLYGON,MCBCP,SOUTHERN,SOUTHERN,EL_NINO,1422.0,1422.0,369,369,1530,430,236,35,11,,,,,,N,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,2007-04-23,2007-09-15,2007-05-19,2007-06-09,2007-07-02
2007,BATIQUITOS LAGOON ECOLOGICAL RESERVE,Batiquitos Lagoon,NA_2013_2018 POLYGON,BLER,SOUTHERN,SOUTHERN,EL_NINO,575.0,578.0,146,226,594,181,109,6,3,,,,,,N,N,Y,Y,N,Y,Y,Y,,,,,,,,,2007-04-28,2007-08-20,2007-05-14,2007-06-07,2007-06-26
2007,SAN ELIJO LAGOON ECOLOGICAL RESERVE,San Elijo Lagoon,NA_2013_2018 POLYGON,SAN_ELIJO,SOUTHERN,SOUTHERN,EL_NINO,0.0,0.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2007-05-01,2007-08-15,,,
2007,MISSION BAY FAA ISLAND,FAA Island,NA_2013_2018 POLYGON,MB_FAA,SOUTHERN,SOUTHERN,EL_NINO,22.0,22.0,2,2,28,1,2,0,0,,,,,,N,N,N,N,Y,N,Y,Y,,,,,,,,,2007-05-02,2007-08-19,2007-05-23,2007-06-20,2007-07-11
2007,MISSION BAY NORTH FIESTA ISLAND,North Fiesta Island,NA_2013_2018 POLYGON,MB_NFI,SOUTHERN,SOUTHERN,EL_NINO,20.0,30.0,6,8,39,15,3,5,0,,,,,,N,N,N,N,N,Y,Y,N,,,,,,,,,2007-05-02,2007-08-19,2007-05-25,2007-06-13,2007-07-18
2007,MISSION BAY MARINERS POINT,Mariner's Point,NA_2013_2018 POLYGON,MB_MAR_PT,SOUTHERN,SOUTHERN,EL_NINO,75.0,75.0,20,30,105,24,8,1,0,,,,,,Y,N,N,N,N,Y,Y,N,,,,,,,,,2007-05-01,2007-08-06,2007-05-22,2007-06-12,2007-07-05
2007,MISSION BAY STONY POINT,Stony Point,NA_2013_2018 POLYGON,MB_STONY,SOUTHERN,SOUTHERN,EL_NINO,30.0,40.0,8,10,45,4,3,0,0,,,,,,N,N,N,N,N,N,Y,N,,,,,,,,,2007-05-14,2007-07-18,2007-05-26,2007-06-14,2007-07-12
2007,MISSION BAY SAN DIEGO RIVER MOUTH,San Diego River Mouth,NA_2013_2018 POLYGON,MB_SDRIV_S,SOUTHERN,SOUTHERN,EL_NINO,20.0,20.0,8,10,30,16,0,5,0,,,,,,N,N,N,N,Y,Y,N,N,,,,,,,,,2007-05-01,2007-08-20,2007-06-05,2007-06-15,2007-07-10
2007,SDIA LINDBERGH FIELD,Lindbergh Field/Former Naval Training Center,NA_2013_2018 POLYGON,SDIA_LF,SOUTHERN,SOUTHERN,EL_NINO,120.0,127.0,34,42,135,53,12,3,1,,,,,,Y,Y,N,N,Y,Y,Y,Y,,,,,,,,,2007-04-25,2007-08-24,2007-05-17,2007-06-12,2007-07-04
2007,NAS NORTH ISLAND,Naval Base Coronado,NA_2013_2018 POLYGON,NASNI,SOUTHERN,SOUTHERN,EL_NINO,115.0,115.0,31,32,123,56,11,3,0,,,,,,Y,N,N,Y,Y,Y,Y,N,,,,,,,,,2007-04-26,2007-08-08,2007-05-16,2007-06-06,2007-06-28
2007,NAVAL AMPHIBIOUS BASE CORONADO,Naval Base Coronado,NA_2013_2018 POLYGON,NAB,SOUTHERN,SOUTHERN,EL_NINO,1034.0,1034.0,200,200,1162,238,52,10,0,,,,,,Y,N,Y,Y,N,Y,Y,Y,,,,,,,,,2007-04-22,2007-09-09,2007-05-16,2007-06-06,2007-06-28
2007,DSTREET FILL SWEETWATER MARSH NWR,D Street Fill,NA_2013_2018 POLYGON,D_ST,SOUTHERN,SOUTHERN,EL_NINO,100.0,115.0,25,28,130,31,7,5,0,,,,,,Y,N,Y,N,N,Y,Y,Y,,,,,,,,,2007-04-24,2007-08-22,2007-05-17,2007-06-10,2007-07-02
2007,CHULA VISTA WILDLIFE RESERVE,Chula Vista Wildlife Refuge,NA_2013_2018 POLYGON,CV,SOUTHERN,SOUTHERN,EL_NINO,33.0,39.0,0,0,46,3,0,,0,,,,,,Y,N,N,N,Y,Y,Y,Y,,,,,,,,,2007-04-25,2007-08-17,2007-05-17,2007-06-10,
2007,SOUTH SAN DIEGO BAY UNIT SDNWR SALTWORKS,Saltworks,NA_2013_2018 POLYGON,SALT,SOUTHERN,SOUTHERN,EL_NINO,50.0,73.0,13,18,97,28,4,0,0,,,,,,Y,Y,N,Y,Y,N,Y,N,,,,,,,,,2007-04-24,2007-08-25,2007-05-18,2007-06-11,2007-07-04
2007,TIJUANA ESTUARY NERR,Tijuana Estuary,NA_2013_2018 POLYGON,TJ_RIV,SOUTHERN,SOUTHERN,EL_NINO,188.0,239.0,29,47,291,139,8,2,0,,,,,,Y,Y,Y,Y,N,Y,Y,Y,,,,,,,,,2007-04-25,2007-09-08,2007-05-19,2007-06-10,2007-06-30
2008,SACRAMENTO BUFFERLANDS,Bufferlands,NA_2013_2018 POLYGON,SAC_BUF,SACRAMENTO,SACRAMENTO,LA_NINA,1.0,1.0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,NAPA SONOMA MARSH WILDLIFE AREA,Napa Sonoma Marsh Wildlife Area Huichica Unit (Pond 7/7A),NA_2013_2018 POLYGON,NSMWA,S.F._BAY,S.F._BAY,LA_NINA,16.0,18.0,1,2,18,,,,,,,,,,N,N,N,N,N,N,N,N,,,,,,,,,,,,,
2008,MONTEZUMA WETLANDS,Montezuma,NA_2013_2018 POLYGON,MONT,S.F._BAY,S.F._BAY,LA_NINA,35.0,35.0,11,18,35,,,,,,,,,,N,N,N,N,N,N,N,N,,,,,,,,,2008-05-08,2008-07-31,2008-06-05,2008-06-26,2008-07-24
2008,PITTSBURG POWER PLANT,Pittsburg Power Plant,NA_2013_2018 POLYGON,PITT_POWER,S.F._BAY,S.F._BAY,LA_NINA,10.0,10.0,0,0,1,,,,,,,,,,N,N,N,N,N,N,N,N,,,,,,,,,2008-05-24,2008-06-27,,,
2008,ALAMEDA POINT,Alameda Point,NA_2013_2018 POLYGON,ALAM_PT,S.F._BAY,S.F._BAY,LA_NINA,323.0,324.0,357,507,336,54,22,0,0,,,,,,Y,N,N,Y,Y,Y,Y,Y,,,,,,,,,2008-04-27,2008-08-10,2008-05-16,2008-06-12,2008-06-28
2008,HAYWARD REGIONAL SHORELINE,Hayward Regional Shoreline,NA_2013_2018 POLYGON,HAY_REG_SHOR,S.F._BAY,S.F._BAY,LA_NINA,57.0,62.0,73,73,62,15,3,0,0,,,,,,Y,N,N,N,Y,N,Y,N,,,,,,,,,2008-04-27,2008-08-19,2008-05-17,2008-06-17,
2008,EDEN LANDING ECOLOGICAL RESERVE,Eden Landing Ecological Reserve,NA_2013_2018 POLYGON,ELER,S.F._BAY,S.F._BAY,LA_NINA,2.0,2.0,0,0,2,,,,,,,,,,N,N,N,N,N,N,Y,N,,,,,,,,,,,,,
